ID,category,name,price,link,brand,warranty,chipset_brand,series,Tên,Part-number,chipset,vram,Series,GPU clock,pci_interface,Số lượng đơn vị xử lý,Cổng kết nối,Tản nhiệt,Đầu cấp nguồn,tdp,VR,Kích thước,Đèn LED,Multi-GPU,Mô tả bảo hành,vram_gb,tdp_w,gpu_tier
vga_061,VGA,Card màn hình MSI GeForce RTX 5080 16G INSPIRE 3X OC 16GB GDDR7,44990000,https://phongvu.vn/card-man-hinh-vga-msi-geforce-rtx-5080-16g-inspire-3x-oc--s250116217,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX 5080 16G INSPIRE 3X OC,G5080-16I3C,GeForce RTX 5080,16GB  GDDR7 ( 30 Gbps / 256-bit ),INSPIRE,Extreme Performance:2655 MHz (MSI Center) -  Boost: 2640 MHz,PCI-E 5.0,10752  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,850W,không hỗ trợ,288 x 112 x 50 mm,,,,16.0,850.0,high
vga_062,VGA,Card màn hình MSI RTX 5080 16G GAMING TRIO OC 16GB GDDR7,44490000,https://phongvu.vn/card-man-hinh-vga-msi-geforce-rtx-5080-16g-gaming-trio-oc--s250116219,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5080 16G GAMING TRIO OC,,GeForce RTX 5080,16GB  GDDR7 ( 30 Gbps / 256-bit ),TRIO,Extreme Performance: 2715 MHz (MSI Center) -  Boost: 2700 MHz (GAMING & SILENT Mode),PCI-E 5.0,10752  CUDA cores,"1 x HDMI 2.1 , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,850W,không hỗ trợ,338 x 140 x 50 mm,Có,,,16.0,850.0,high
vga_063,VGA,Card màn hình Leadtek A400 4GB GDDR6,5690000,https://phongvu.vn/card-man-hinh-nvidia-rtx-a400-4gb-gddr6--s240903873,Leadtek,36 tháng,NVIDIA,,A400,,RTX A4000,4GB  GDDR6  64-bit ),,96 GB/s,PCI-E 4.0 x 8,768  CUDA cores,4 x DisplayPort 1.4,Tản nhiệt 1 quạt,,50W,không hỗ trợ,,Không,,,4.0,50.0,budget
vga_064,VGA,Card màn hình Leadtek A1000 8GB GDDR6,14990000,https://phongvu.vn/card-man-hinh-vga-nvidia-rtx-a1000-8gb-gddr6--s240903874,Leadtek,36 tháng,NVIDIA,,A1000,,RTX A1000,8GB  GDDR6 ( 192 GB/s / 128-bit ),,,PCI-E 4.0 x 8,2304  CUDA cores,4 x DisplayPort 1.4,Tản nhiệt 1 quạt,,50W,không hỗ trợ,,,,,8.0,50.0,budget
vga_065,VGA,Card màn hình ASUS RTX 3050 OC Edition 6GB GDDR6 6GB GDDR6 (ASUS DUAL-RTX3050-O6G),5790000,https://phongvu.vn/card-man-hinh-vga-asus-dual-geforce-rtx-3050-oc-edition-6gb-gddr6-vga-asus-dual-rtx3050-o6g--s240301408?selectPromotionId=2440072,Asus,36 tháng,NVIDIA,GeForce RTX 30 series,RTX 3050 OC Edition 6GB GDDR6,ASUS DUAL-RTX3050-O6G,GeForce RTX 3050,6GB  GDDR6 ( 14 Gbps / 96-bit ),DUAL,OC mode : 1537 MHz (Boost Clock) Default mode : 1507 MHz (Boost Clock),PCI-E 4.0,2304  CUDA cores,"1 x HDMI 2.1 , 1 x DisplayPort 1.4a , 1 x DVI-D",Tản nhiệt 2 quạt,,450W,không hỗ trợ,201 x 120 x 37 mm,,,,6.0,450.0,mid
vga_066,VGA,Card màn hình MSI RTX 3050 VENTUS 2X 6G OC 6GB GDDR6 (912- V812 - 016),5290000,https://phongvu.vn/card-man-hinh-vga-msi-rtx-3050-ventus-2x-6g-oc-912-v812-016--s240200245?selectPromotionId=2440073,Msi,36 tháng,NVIDIA,GeForce RTX 30 series,RTX 3050 VENTUS 2X 6G OC,912- V812 - 016,GeForce RTX 3050,6GB  GDDR6 ( 14 Gbps / 96-bit ),VENTUS,Boost: 1492 MHz,PCI-E 4.0 x16,2304  CUDA cores,"2 x HDMI 2.1 , 1 x DisplayPort 1.4a",Tản nhiệt 2 quạt,,300W,không hỗ trợ,189 x 109 x 42 mm,,,,6.0,300.0,mid
vga_067,VGA,Card màn hình Asus GeForce 710 2GB EVO 2GB GDDR5 (GT710-SL-2GD5-BRK-EVO),1490000,https://phongvu.vn/card-man-hinh-vga-asus-gt710-sl-2gd3-brk-evo--s230402686,Asus,36 tháng,NVIDIA,Khác,GeForce 710 2GB EVO,GT710-SL-2GD5-BRK-EVO,GeForce GT 710,2GB  GDDR5 ( 900 MHz / 64-bit ),,954 MHz,PCI-E 2.0,192  CUDA cores,"1 x HDMI 1.4b , 1 x DVI-D , 1 x VGA/D-sub",,,300W,,17 x 6.9 x 3.9 cm,,,,2.0,300.0,budget
vga_068,VGA,Card màn hình Asrock Radeon RX 6500 XT Phantom Gaming D 4GB OC 4GB GDDR6 (90-GA3DZZ-00UANF),5790000,https://phongvu.vn/vga-asrock-rx6500xt--s220500161,Asrock,36 tháng,AMD,Radeon RX 6500 XT,Radeon RX 6500 XT Phantom Gaming D 4GB OC,90-GA3DZZ-00UANF,Radeon RX 6500 XT,4GB  GDDR6 ( 18 Gbps / 64-bit ),,Boost Clock: Up to 2820 MHz; Game Clock: Up to 2650 MHz; Base Clock: 2365 MHz,PCI-E 4.0,1024  Stream Processors,"1 x HDMI 2.1 , 1 x DisplayPort 1.4",Tản nhiệt 2 quạt,1 x 8-pin,400W,,24.0 x 12.9 x 4.2 cm,,,,4.0,400.0,budget
vga_069,VGA,Card màn hình Gigabyte Radeon RX 6500 XT EAGLE 4GB GDDR6 4GB GDDR6 (R65XTEAGLE-4GD),4490000,https://phongvu.vn/card-man-hinh-vga-gigabyte-radeon-rx-6500-xt-eagle-4gb-gddr6-r65xteagle-4gd--s211205952,Gigabyte,36 tháng,AMD,Radeon RX 6500 XT,Radeon RX 6500 XT EAGLE 4GB GDDR6,R65XTEAGLE-4GD,Radeon RX 6500 XT,4GB  GDDR6 ( 18000 MHz / 64-bit ),,Boost Clock: up to 2815 MHz  - Game Clock: up to 2610 MHz,PCI-E 4.0,1024  Stream Processors,"1 x HDMI 2.1 , 1 x DisplayPort 1.4a",Tản nhiệt 2 quạt,1 x 6-pin,400W,,19.2 x 11.7 x 3.8 cm,,,,4.0,400.0,budget
vga_070,VGA,Card màn hình Palit RTX 5060 Ti DUAL OC 8GB GDDR7 8GB GDDR7,14390000,https://phongvu.vn/vga-palit-rtx-5060-ti-dual-oc-8gb-gddr7-ne7506tt19p1-gb2062d--s260108855,Palit,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5060 Ti DUAL OC 8GB GDDR7,,GeForce RTX 5060Ti,8GB  GDDR7 ( 28 Gbps / 128-bit ),DUAL,Graphics Clock: 2407 MHz Boost Clock: 2632 MHz,PCI-E 5.0,4608  CUDA cores,"1 x HDMI 2.0b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,1 x 8-pin,600W,không hỗ trợ,262.1 x 126.3 x 40.1 mm,Không,,,8.0,600.0,mid-high
vga_071,VGA,Card màn hình Palit RTX 5070 Ti GAMING PRO-S 16GB GDDR6,29990000,https://phongvu.vn/vga-palit-rtx-5070-ti-gaming-pro-s-ne7507t019t2-gb2031u--s260108858,Palit,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5070 Ti GAMING PRO-S,,GeForce RTX 5070Ti,16GB  GDDR6 ( 28 Gbps / 256-bit ),,,PCI-E 5.0,8960  CUDA cores,"1 x HDMI 2.0b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,750W,không hỗ trợ,331.9 x 127.1 x 49.7 mm,Không,,,16.0,750.0,high
vga_072,VGA,Card màn hình Palit RTX 5060 INFINITY 2 OC 8GB GDDR7,10790000,https://phongvu.vn/vga-palit-rtx-5060-infinity-2-oc-ne75060v19p1-gb2063l--s260108859,Palit,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5060 INFINITY 2 OC,,GeForce RTX 5060,8GB  GDDR7 ( 28 Gbps / 128-bit ),,Graphics Clock: 2280 MHz -  Boost Clock: 2512 MHz,PCI-E 5.0,3840  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,1 x 8-pin,550W,không hỗ trợ,262.1 x 126.3 x 40.1 mm,Không,,,8.0,550.0,mid
vga_073,VGA,Card màn hình PNY GeForce RTX™ 5070 ARGB EPIC-X RGB™ Overclocked Triple Fan 12GB GDDR7 (VCG507012TFXXPB1-O),18690000,https://phongvu.vn/card-man-hinh-vga-pny-geforce-rtxtm-5070-12g-argb-epic-x-rgbtm-overclocked-triple-fan-vcg507012tfxxpb1-o--s260102157,PNY,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX™ 5070 ARGB EPIC-X RGB™ Overclocked Triple Fan,VCG507012TFXXPB1-O,GeForce RTX 5070,12GB  GDDR7 ( 28Gbps / 192-bit ),,Base Clock Speed: 2.16 GHz,PCI-E 5.0 x16,6144  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,250W,,11.80 x 4.73 x1.9 cm,ARGB,,,12.0,250.0,mid-high
vga_074,VGA,Card màn hình Colorful iGame GeForce RTX 5060 Ti Ultra W OC 16GB-V (16GB GDDR7),19790000,https://phongvu.vn/card-man-hinh-colorful-igame-geforce-rtx-5060-ti-ultra-w-oc-16gb-v--s251111622,Colorful,36 tháng,NVIDIA,GeForce RTX 50 series,iGame GeForce RTX 5060 Ti Ultra W OC 16GB-V,,GeForce RTX 5060Ti,16GB  GDDR7 ( 28Gbps / 128-bit ),iGame,Base: 2407Mhz; Boost: 2572Mhz,,4608  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,,600W,,30.05 x 12 x 5 cm,,,,16.0,600.0,mid-high
vga_075,VGA,Card màn hình Colorful GeForce RTX 5060 Ti Gaming DUO 16GB-V (16GB GDDR7),16390000,https://phongvu.vn/card-man-hinh-colorful-geforce-rtx-5060-ti-gaming-duo-16gb-v--s251111615,Colorful,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX 5060 Ti Gaming DUO 16GB-V,,GeForce RTX 5060Ti,16GB  GDDR7 ( 28Gbps / 128-bit ),,Base: 2407Mhz; Boost: 2572Mhz,,4608  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,1 x 8-pin,600W,,20 x 12 x 4 cm,Không,,,16.0,600.0,mid-high
vga_076,VGA,Card màn hình Colorful GeForce RTX 5070 Battle AX 12GB V2-V GDDR7,21390000,https://phongvu.vn/card-man-hinh-colorful-geforce-rtx-5070-battle-ax-12gb-v2-v--s251105483,Colorful,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX 5070 Battle AX 12GB V2-V,,GeForce RTX 5070,12GB  GDDR7 ( 28Gbps / 192-bit ),,Base：2325Mhz；Boost:2512Mhz,,6144  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,650W,không hỗ trợ,301.4 x 120 x 50 mm,,,,12.0,650.0,mid-high
vga_077,VGA,Card màn hình LEADTEK NVIDIA RTX 4500 ADA 24GB GDDR6,87790000,https://phongvu.vn/card-man-hinh-leadtek-nvidia-rtx-4500-ada-24gb-gddr6--s251102010,Leadtek,36 tháng,NVIDIA,,LEADTEK NVIDIA RTX 4500 Ada 24GB GDDR6,,RTX 4500 ADA,24GB  GDDR6  192-bit ),,,PCI-E 4.0 x16,7680  CUDA cores,4 x DisplayPort 1.4a,Tản nhiệt 1 quạt,,210W,,4.4 x 10.5 cm,,,,24.0,210.0,budget
vga_078,VGA,Card màn hình LEADTEK NVIDIA RTX PRO 4500 32G (32GB GDDR7),105990000,https://phongvu.vn/card-man-hinh-leadtek-nvidia-rtx-pro-4500-32g--s251101982,Leadtek,36 tháng,NVIDIA,,LEADTEK NVIDIA RTX PRO 4500 32G,,RTX PRO 4500,32GB  GDDR7  256-bit ),,,PCI-E 5.0 x16,10496  CUDA cores,4 x DisplayPort 2.1,Tản nhiệt 1 quạt,1 x 16-pin,200W,,4.4 x 10.5 cm,,,,32.0,200.0,budget
vga_079,VGA,Card màn hình MSI GeForce RTX 5090 32G VANGUARD SOC GDDR7 (912-V530-027),114900000,https://phongvu.vn/card-man-hinh-msi-geforce-rtx-5090-32g-vanguard-soc--s251012781,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,GeForce RTX™ 5090 32G VANGUARD SOC,912-V530-027,GeForce RTX 5090,32GB  GDDR7 ( 28 Gbps / 512-bit ),Vanguard,Extreme Performance: 2527 MHz (MSI Center) -  Boost: 2512 MHz (GAMING & SILENT Mode),PCI-E 5.0,21760  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,1000W,,357 x 151 x 76 mm,RGB,,,32.0,1000.0,high
vga_080,VGA,Card màn hình Gigabyte Radeon RX 9060 XT GAMING OC 16G 16GB GDDR6 (GV-R9060XTGAMING OC-16GD),14990000,https://phongvu.vn/card-man-hinh-vga-gigabyte-radeon-rx-9060-xt-gaming-oc-16g-gv-r9060xtgaming-oc-16gd--s251003210,Gigabyte,36 tháng,AMD,Radeon RX 9000 XT,Radeon RX 9060 XT GAMING OC 16G,GV-R9060XTGAMING OC-16GD,Radeon RX 9060 XT,16GB  GDDR6 ( 20 Gbps / 128-bit ),,- Boost Clock* : up to 3320 MHz (Reference card: 3130 MHz) - Game Clock* : up to 2780 MHz (Reference card: 2530 MHz),PCI-E 5.0,2048  Stream Processors,"1 x HDMI 2.1b , 2 x DisplayPort 2.1a",Tản nhiệt 3 quạt,1 x 8-pin,450W,không hỗ trợ,281 x 118 x 40 mm,,,,16.0,450.0,budget
vga_081,VGA,Card màn hình INNO3D GEFORCE RTX 5070 Ti X3 OC 16GB GDDR7 (N507T3-16D7X-176068W),27690000,https://phongvu.vn/vga-inno3d-rtx-5070-ti-x3-oc--s251002008,Inno3d,36 tháng,NVIDIA,GeForce RTX 50 series,GEFORCE RTX 5070 Ti X3 OC,N507T3-16D7X-176068W,GeForce RTX 5070Ti,16GB  GDDR7 ( 28Gbps / 256-bit ),,Boost Clock (MHz): 2482MHz -  Base Clock (MHz): 2295MHz,PCI-E 5.0,8960  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,2 x 8-pin,750W,,300 x 41 x 116 mm,,,,16.0,750.0,high
vga_082,VGA,Card màn hình INNO3D GEFORCE RTX 5070 TWIN X2 OC 12GB GDDR7 (N50702-12D7X-195064W),19390000,https://phongvu.vn/vga-inno3d-rtx-5070-twin-x2-oc-white--s251002005,Inno3d,36 tháng,NVIDIA,GeForce RTX 50 series,INNO3D GEFORCE RTX 5070 TWIN X2 OC,N50702-12D7X-195064W,GeForce RTX 5070,12GB  GDDR7 ( 28Gbps / 192-bit ),,Boost Clock (MHz): 2542MHz -  Base Clock (MHz): 2325MHz,PCI-E 5.0,6144  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,2 x 8-pin,650W,,250 x 41 x 116 mm,,,,12.0,650.0,mid-high
vga_083,VGA,Card màn hình INNO3D GEFORCE RTX 5070 TWIN X2 OC 12GB GDDR7 (N50702-12D7X-195064N),19390000,https://phongvu.vn/vga-inno3d-rtx-5070-twin-x2-oc--s251002001,Inno3d,36 tháng,NVIDIA,GeForce RTX 50 series,INNO3D GEFORCE RTX 5070 TWIN X2 OC,N50702-12D7X-195064N,GeForce RTX 5070,12GB  GDDR7 ( 28Gbps / 192-bit ),,Boost Clock (MHz):  2542MHz -  Base Clock (MHz): 2325MHz,PCI-E 5.0,6144  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,2 x 8-pin,650W,,250 x 41 x 116 mm,,,,12.0,650.0,mid-high
vga_084,VGA,Card màn hình INNO3D GEFORCE RTX 5070 TWIN X2 12GB GDDR7 (N50702-12D7-195064N),19990000,https://phongvu.vn/vga-inno3d-rtx-5070-twin-x2--s251001996,Inno3d,36 tháng,NVIDIA,GeForce RTX 50 series,INNO3D GEFORCE RTX 5070 TWIN X2,N50702-12D7-195064N,GeForce RTX 5070,12GB  GDDR7 ( 28Gbps / 192-bit ),,Boost Clock (MHz): 2512MHz -  Base Clock (MHz): 2325MHz,PCI-E 5.0,6144  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,2 x 8-pin,650W,,250 x 41 x 116 mm,,,,12.0,650.0,mid-high
vga_085,VGA,Card màn hình INNO3D GEFORCE RTX 5060 Ti 16GB TWIN X2 OC GDDR7 (N506T2-16D7X-191073W),15690000,https://phongvu.vn/vga-inno3d-rtx-5060-ti-16gb-twin-x2-oc-white--s251001990,Inno3d,36 tháng,NVIDIA,GeForce RTX 50 series,INNO3D GEFORCE RTX 5060 Ti 16GB TWIN X2 OC,N506T2-16D7X-191073W,GeForce RTX 5060Ti,16GB  GDDR7 ( 28Gbps / 128-bit ),,Boost Clock (MHz):  2602MHz -  Base Clock (MHz): 2407MHz,PCI-E 5.0,4608  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,1 x 8-pin,650W,,250 x 41 x 116 mm,,,,16.0,650.0,mid-high
vga_086,VGA,Card màn hình INNO3D GEFORCE RTX 5050 TWIN X2 8GB GDDR6 (N50502-08D6-174071N),7390000,https://phongvu.vn/vga-inno3d-rtx-5050-twin-x2-8gb--s250809101,Inno3d,36 tháng,NVIDIA,GeForce RTX 50 series,GEFORCE RTX 5050 TWIN X2 8GB,N50502-08D6-174071N,GeForce RTX 5050,8GB  GDDR6 ( 20Gbps / 128-bit ),,Boost Clock (MHz) 2572MHz Base Clock (MHz) 2317MHz,PCI-E 5.0,2560  CUDA cores,"1 x HDMI , 3 x DisplayPort",Tản nhiệt 2 quạt,1 x 8-pin,550W,không hỗ trợ,225 x 116 x 41 mm,,,,8.0,550.0,budget
vga_087,VGA,Card màn hình Asus Astral GeForce RTX™ 5080 16GB GDDR7 WHITE OC Edition 16GB GDDR7 (90YV0LV4-M0NA00),54990000,https://phongvu.vn/card-man-hinh-vga-asus-rog-astral-geforce-rtxtm-5080-16gb-gddr7-white-oc-edition-rog-astral-rtx5080-o16g-white--s250713729,Asus,36 tháng,NVIDIA,GeForce RTX 50 series,Astral GeForce RTX™ 5080 16GB GDDR7 WHITE OC Edition,90YV0LV4-M0NA00,GeForce RTX 5080,16GB  GDDR7 ( 30 Gbps / 256-bit ),Astral,OC mode: 2790 MHz -  Default mode: 2760 MHz (Boost Clock),PCI-E 5.0,10752  CUDA cores,"2 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,850W,,357.6 x 149.3 x 76 mm,ARGB,,,16.0,850.0,high
vga_088,VGA,Card màn hình MSI RTX 5050 8G GAMING OC (8GB GDDR6),10290000,https://phongvu.vn/card-man-hinh-msi-geforce-rtx-5050-8g-gaming-oc--s250710713,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5050 8G GAMING OC,,GeForce RTX 5050,8GB  GDDR6 ( 20 Gbps / 128-bit ),,Extreme Performance: 2647 MHz (MSI Center) - - Boost: 2632 MHz,PCI-E 5.0 x16,2560  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,1 x 8-pin,550W,,202 x 120 x 41 mm,,,,8.0,550.0,budget
vga_089,VGA,Card màn hình Colorful RTX 5070 Ti Ultra W OC 16GB-V 16GB GDDR7,30990000,https://phongvu.vn/card-man-hinh-vga-colorful-igame-geforce-rtx-5070-ti-ultra-w-oc-16gb-v--s250709472,Colorful,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5070 Ti Ultra W OC 16GB-V,,GeForce RTX 5070Ti,16GB  GDDR7 ( 28Gbps / 256-bit ),,Core Clock	Base：2295Mhz；Boost:2452Mhz - - One-Key OC	Base：2295Mhz；Boost:2497Mhz,,8960  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,300W,không hỗ trợ,331 x 139.3 x 59.7mm,,,,16.0,300.0,high
vga_090,VGA,Card màn hình Colorful RTX 5070 Battle AX 12GB-V 12GB GDDR7,18890000,https://phongvu.vn/card-man-hinh-vga-colorful-geforce-rtx-5070-battle-ax-12gb-v--s250709473,Colorful,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5070 Battle AX 12GB-V,,GeForce RTX 5070,12GB  GDDR7 ( 28Gbps / 192-bit ),,Base：2325Mhz；Boost:2512Mhz,,6144  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,650W,không hỗ trợ,301.4 x 120 x 50mm,,,,12.0,650.0,mid-high
vga_091,VGA,Card màn hình Colorful RTX 5060 Battle AX DUO 8GB-V 8GB GDDR7,9590000,https://phongvu.vn/card-man-hinh-vga-colorful-geforce-rtx-5060-battle-ax-duo-8gb-v--s250709474,Colorful,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5060 Battle AX DUO 8GB-V,,GeForce RTX 5060,8GB  GDDR7 ( 28Gbps / 128-bit ),,Base：2280Mhz；Boost:2497Mhz,,3840  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,1 x 8-pin,550W,không hỗ trợ,231 x 120 x 48.9 mm,,,,8.0,550.0,mid
vga_092,VGA,Card màn hình Colorful RTX 5060 Ti Ultra W DUO OC 16GB-V (16GB GDDR7),16990000,https://phongvu.vn/card-man-hinh-colorful-igame-geforce-rtx-5060-ti-ultra-w-duo-oc-16gb-v--s250709468,Colorful,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5060 Ti Ultra W DUO OC 16GB-V,,GeForce RTX 5060Ti,16GB  GDDR7 ( 28Gbps / 128-bit ),,Core Clock	Base：2407Mhz；Boost:2572Mhz - - One-Key OC	Base：2407Mhz；Boost:2632Mhz,,4608  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,1 x 8-pin,600W,không hỗ trợ,231 x 120 x 49 mm,,,,16.0,600.0,mid-high
vga_093,VGA,Card màn hình Colorful RTX 5070 Ti Battle AX 16GB-V 16GB GDDR7,28590000,https://phongvu.vn/card-man-hinh-vga-colorful-geforce-rtx-5070-ti-battle-ax-16gb-v--s250709469,Colorful,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5070 Ti Battle AX 16GB-V,,GeForce RTX 5070Ti,16GB  GDDR7 ( 28Gbps / 256-bit ),,Base：2295Mhz；Boost:2452Mhz,,8960  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,750W,không hỗ trợ,330.6 x 140 x 60mm,,,,16.0,750.0,high
vga_094,VGA,Card màn hình Colorful RTX 5060 Ti Battle AX DUO 16GB-V 16GB GDDR7,16690000,https://phongvu.vn/card-man-hinh-vga-colorful-geforce-rtx-5060-ti-battle-ax-duo-16gb-v--s250709463,Colorful,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5060 Ti Battle AX DUO 16GB-V,,GeForce RTX 5060Ti,16GB  GDDR7 ( 28Gbps / 128-bit ),,Base：2407Mhz；Boost:2572Mhz,,4608  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 2 quạt,1 x 8-pin,600W,không hỗ trợ,231 x 120 x 48.9mm,,,,16.0,600.0,mid-high
vga_095,VGA,Card màn hình Colorful RTX 3060 NB DUO 12G V4 12GB GDDR6,8390000,https://phongvu.vn/card-man-hinh-vga-colorful-geforce-rtx-3060-nb-duo-12g-v4--s250709456,Colorful,36 tháng,NVIDIA,GeForce RTX 30 series,RTX 3060 NB DUO 12G V4,,GeForce RTX 3060,12GB  GDDR6 ( 15Gbps / 192-bit ),,Base:1320Mhz; Boost:1777Mhz,,3584  CUDA cores,"1 x HDMI , 3 x DisplayPort",Tản nhiệt 2 quạt,1 x 8-pin,550W,không hỗ trợ,253.4 x 132.5 x 41 mm,,,,12.0,550.0,mid
vga_096,VGA,Card màn hình Colorful RTX 5070 Ultra W OC 12GB-V 12GB GDDR7,21590000,https://phongvu.vn/card-man-hinh-vga-colorful-igame-geforce-rtx-5070-ultra-w-oc-12gb-v--s250709449,Colorful,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5070 Ultra W OC 12GB-V,,GeForce RTX 5070,12GB  GDDR7 ( 28Gbps / 192-bit ),,Core Clock	Base：2325Mhz；Boost:2512Mhz - - One-Key OC	Base：2325Mhz；Boost:2557Mhz,,6144  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,650W,không hỗ trợ,300.5 x 120 x 50mm,,,,12.0,650.0,mid-high
vga_097,VGA,Card màn hình Asus Prime Radeon™ RX 9060 XT 16GB GDDR6 OC Edition 16GB GDDR6 (90YV0LF1-M0NA00),20390000,https://phongvu.vn/card-man-hinh-vga-asus-prime-radeontm-rx-9060-xt-16gb-gddr6-oc-edition--s250637358,Asus,36 tháng,AMD,,Prime Radeon™ RX 9060 XT 16GB GDDR6 OC Edition,90YV0LF1-M0NA00,Radeon RX 9060 XT,16GB  GDDR6 ( 20 Gbps​ / 128-bit ),Prime,OC mode (GPU Tweak III): up to 3330 MHz (Boost Clock)/up to 2760 MHz (Game Clock) -  Default mode: up to 3310 MHz (Boost Clock)/up to 2740 MHz (Game Clock),PCI-E 5.0,2048,"1 x HDMI 2.1b , 2 x DisplayPort 2.1a",Tản nhiệt 3 quạt,1 x 8-pin,550W,,304 x 126 x 50mm,,,,16.0,550.0,budget
vga_098,VGA,Card màn hình Msi RTX 5060 Ti 16G VENTUS 3X OC 16GB GDDR7,18990000,https://phongvu.vn/card-man-hinh-vga-msi-geforce-rtx-5060-ti-16g-ventus-3x-oc--s250520956,Msi,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5060 Ti 16G VENTUS 3X OC,,GeForce RTX 5060Ti,16GB  GDDR7 ( 28 Gbps / 128-bit ),VENTUS,- Extreme Performance: 2617 MHz (MSI Center) - Boost: 2602 MHz,PCI-E 5.0 x16,4608  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 8-pin,600W,hỗ trợ,306 x 121 x 44 mm,,,,16.0,600.0,mid-high
vga_099,VGA,Card màn hình Gigabyte RTX 5070 WINDFORCE SFF 12G 12GB GDDR7 (GV-N5070WF3-12GD),22990000,https://phongvu.vn/card-man-hinh-vga-gigabyte-geforce-rtxtm-5070-windforce-sff-12g-gv-n5070wf3-12gd--s250510197,Gigabyte,36 tháng,NVIDIA,GeForce RTX 50 series,RTX 5070 WINDFORCE SFF 12G,GV-N5070WF3-12GD,GeForce RTX 5070,12GB  GDDR7 ( 28 Gbps / 192-bit ),WindForce,Core Clock: 2512 MHz,PCI-E 5.0,6144  CUDA cores,"1 x HDMI 2.1b , 3 x DisplayPort 2.1b",Tản nhiệt 3 quạt,1 x 16-pin,750W,không hỗ trợ,282 x 110 x 50 mm,,,,12.0,750.0,mid-high
